"證券代號","證券名稱","暫停現股賣出後現款買進當沖註記","當日沖銷交易成交股數","當日沖銷交易買進成交金額","當日沖銷交易賣出成交金額",
"3028","增你強","","2,000","44,900","45,100",
"3029","零壹","","310,000","6,315,350","6,312,200",
"3030","德律","","392,000","21,828,200","21,897,000",
"3031","佰鴻","","27,000","414,650","414,250",
"3032","偉訓","","9,000","310,650","312,750",
"3033","威健","","51,000","1,132,200","1,132,700",
"3034","聯詠","","135,000","16,784,000","16,809,000",
"3035","智原","","5,673,000","384,652,000","383,495,300",
"3036","文曄","","119,000","5,318,000","5,332,600",
"3037","欣興","","6,279,000","106,993,550","107,342,350",
"3038","全台","","0","0","0",
"3040","遠見","","3,000","178,100","177,800",
"3041","揚智","","71,000","982,050","982,300",
"3042","晶技","","11,000","396,600","396,400",
"3044","健鼎","","379,000","34,138,000","34,090,900",
"3045","台灣大","","1,130,000","124,762,000","124,995,000",
"3047","訊舟","","4,000","32,810","32,590",
"3048","益登","","293,000","4,954,150","4,954,600",
"3050","鈺德","","19,000","206,700","208,300",
"3052","夆典","","109,000","1,021,990","1,030,330",
"3054","立萬利","","3,000","59,650","59,850",
"3055","蔚華科","","56,000","1,659,200","1,664,850",
"3056","總太","","295,000","6,245,700","6,298,100",
"3058","立德","","1,000","8,180","8,260",
"3059","華晶科","","849,000","26,588,050","26,646,000",
"3060","銘異","","1,000","22,000","22,150",
"3062","建漢","","18,000","315,800","315,800",
"3090","日電貿","","5,059,000","367,026,200","366,699,000",
"3094","聯傑","","3,000","66,900","66,950",
"3130","一零四","","0","0","0",
"3164","景岳","","38,000","1,042,400","1,050,200",
"3167","大量","","3,000","138,300","137,850",
"3189","景碩","","144,000","7,195,200","7,214,550",
"3209","全科","","0","0","0",
"3231","緯創","","504,000","12,001,950","12,017,400",
"3257","虹冠電","","3,000","156,100","156,500",
"3266","昇陽","","3,000","32,900","33,150",
"3296","勝德","","27,000","378,100","385,900",
"3305","昇貿","","0","0","0",
"3308","聯德","","2,000","16,280","16,310",
"3311","閎暉","","8,000","135,750","137,050",
"3312","弘憶股","","109,000","933,740","953,630",
"3321","同泰","","7,000","97,100","96,950",
"3338","泰碩","","2,000","39,950","40,600",
"3346","麗清","","2,000","124,200","124,700",
"3356","奇偶","","58,000","1,732,300","1,723,150",
"3376","新日興","","67,000","5,198,800","5,198,400",
"3380","明泰","","110,000","2,203,150","2,202,500",
"3406","玉晶光","","5,471,000","1,918,807,500","1,915,008,000",
"3413","京鼎","","240,000","46,659,500","46,634,000",
"3416","融程電","","4,000","182,000","182,800",
"3419","譁裕","","477,000","8,188,200","8,178,500",
"3432","台端","","3,000","41,200","41,600",
"3437","榮創","","32,000","912,650","913,400",
"3443","創意","","4,967,000","1,378,461,000","1,376,682,500",
"3450","聯鈞","","227,000","23,051,000","23,069,500",
"3454","晶睿","","0","0","0",
"3481","群創","","2,682,000","29,712,900","29,737,350",
"3494","誠研","","62,000","620,190","626,240",
"3501","維熹","","2,000","102,800","102,800",
"3504","揚明光","","344,000","20,511,900","20,456,100",
"3514","昱晶","","1,389,000","22,249,650","22,305,500",
"3515","華擎","","1,634,000","129,093,400","128,046,500",
"3518","柏騰","","2,000","59,000","58,600",
"3519","綠能","","652,000","10,347,800","10,310,950",
"3528","安馳","","0","0","0",
"3532","台勝科","","1,340,000","161,123,500","161,722,000",
"3533","嘉澤","","196,000","37,417,500","37,222,000",
"3535","晶彩科","","8,000","104,400","106,200",
"3536","誠創","","85,000","955,950","949,350",
"3545","敦泰","","287,000","7,531,400","7,528,950",
"3550","聯穎","","17,000","352,100","352,950",
"3561","昇陽光電","","262,000","3,498,500","3,521,000",
"3576","新日光","","1,426,000","17,612,150","17,727,800",
"3579","尚志","","24,000","337,500","344,450",
"3583","辛耘","","43,000","2,412,500","2,420,200",
"3588","通嘉","","4,000","102,750","103,800",
"3591","艾笛森","","6,000","92,850","93,600",
"3596","智易","","868,000","49,294,700","49,299,600",
"3605","宏致","","7,000","183,800","183,150",
"3607","谷崧","","3,000","80,100","80,750",
"3617","碩天","","1,000","89,000","89,900",
"3622","洋華","","36,000","585,800","588,950",
"3645","達邁","","1,786,000","114,203,300","114,389,600",
"3653","健策","","12,000","741,700","749,600",
"3661","世芯-KY","","6,946,000","986,532,000","989,481,000",
"3665","貿聯-KY","","207,000","46,058,500","46,087,500",
"3669","圓展","","0","0","0",
"3673","TPK-KY","","1,209,000","79,305,100","79,194,900",
"3679","新至陞","","23,000","1,869,300","1,875,900",
"3682","亞太電","","88,000","767,360","768,580",
"3694","海華","","69,000","1,364,450","1,375,900",
"3698","隆達","","211,000","3,770,500","3,774,950",
"3702","大聯大","","33,000","1,319,050","1,319,400",
"3703","欣陸","","87,000","1,143,200","1,145,250",
"3704","合勤控","","2,000","26,600","26,400",
"3705","永信","","3,000","122,550","122,700",
"3706","神達","","126,000","4,026,400","4,030,800",
"3708","上緯投控","","0","0","0",
"3711","日月光投控","","7,444,000","582,966,800","578,232,100",
"4104","佳醫","","59,000","2,914,950","2,911,400",
"4106","雃博","","11,000","331,350","329,050",
"4108","懷特","","41,000","973,900","973,200",
"4119","旭富","","1,000","61,200","61,800",
"4133","亞諾法","","33,000","1,190,950","1,190,100",
"4137","麗豐-KY","","890,000","181,619,000","182,543,000",
"4141","龍燈-KY","","5,000","126,150","127,250",
"4144","康聯-KY","","96,000","4,008,200","3,967,000",
"4148","全宇生技-KY","","305,000","38,510,500","38,780,500",
"4164","承業醫","","198,000","7,500,000","7,481,900",
"4190","佐登-KY","","2,621,000","288,899,500","292,185,500",
"4306","炎洲","","247,000","4,239,750","4,216,050",
"4414","如興","","5,304,000","85,119,000","85,326,500",
"4426","利勤","","21,000","871,000","875,100",
"4438","廣越","","8,000","884,000","892,000",
"4526","東台","","0","0","0",
"4532","瑞智","","350,000","11,372,100","11,399,500",
"4536","拓凱","","0","0","0",
"4551","智伸科","","32,000","5,627,500","5,669,000",
"4552","力達-KY","","0","0","0",
"4555","氣立","","0","0","0",
"4557","永新-KY","","2,000","142,300","141,700",
"4560","強信-KY","","42,000","2,724,300","2,724,800",
"4562","穎漢","","0","0","0",
"4720","德淵","","0","0","0",
"4722","國精化","","2,000","67,700","67,250",
"4725","信昌化","","94,000","1,963,250","1,953,950",
"4737","華廣","","4,000","230,300","228,400",
"4739","康普","","697,000","82,359,500","81,905,000",
"4746","台耀","","17,000","997,100","991,500",
"4755","三福化","","0","0","0",
"4763","材料-KY","","0","0","0",
"4904","遠傳","","68,000","5,317,900","5,319,500",
"4906","正文","","55,000","1,324,500","1,324,400",
"4912","聯德控股-KY","","2,000","321,500","320,000",
"4915","致伸","","269,000","16,044,800","16,084,800",
"4916","事欣科","","639,000","22,885,800","22,840,300",
"4919","新唐","","362,000","19,786,100","19,789,200",
"4927","泰鼎-KY","","352,000","7,584,950","7,665,350",
"4930","燦星網","","0","0","0",
"4934","太極","","412,000","3,963,930","3,982,040",
"4935","茂林-KY","","12,000","431,650","431,100",
"4938","和碩","","956,000","67,303,200","67,585,900",
"4942","嘉彰","","0","0","0",
"4943","康控-KY","","816,000","217,136,500","217,573,000",
"4952","凌通","","2,000","85,200","85,350",
"4956","光鋐","","5,000","100,500","100,850",
"4958","臻鼎-KY","","325,000","20,879,800","20,817,200",
"4960","奇美材","","158,000","1,717,550","1,713,900",
"4968","立積","","165,000","11,293,900","11,309,700",
"4976","佳凌","","330,000","13,884,150","13,894,000",
"4977","眾達-KY","","62,000","4,785,400","4,813,000",
"4984","科納-KY","","0","0","0",
"4994","傳奇","","1,000","48,300","47,650",
"4999","鑫禾","","1,000","48,700","49,600",
"5007","三星","","4,000","229,300","231,600",
"5203","訊連","","1,000","64,400","64,200",
"5215","科嘉-KY","","0","0","0",
"5225","東科-KY","","0","0","0",
"5234","達興材料","","81,000","6,580,500","6,629,600",
"5243","乙盛-KY","","45,000","1,463,300","1,471,550",
"5258","虹堡","","2,000","37,400","37,800",
"5264","鎧勝-KY","","889,000","66,164,700","66,422,000",
"5269","祥碩","","15,000","5,143,000","5,159,500",
"5284","jpp-KY","","0","0","0",
"5285","界霖","","21,000","1,770,200","1,784,800",
"5288","豐祥-KY","","0","0","0",
"5305","敦南","","214,000","8,125,200","8,171,700",
"5388","中磊","","26,000","2,063,600","2,061,700",
"5434","崇越","","15,000","1,202,900","1,201,400",
"5469","瀚宇博","","1,157,000","20,623,950","20,735,800",
"5471","松翰","","10,000","330,250","329,300",
"5515","建國","","27,000","322,700","321,600",
"5519","隆大","","112,000","1,380,300","1,382,000",
"5521","工信","","51,000","676,150","676,700",
"5522","遠雄","","9,000","294,050","293,850",
"5525","順天","","5,000","90,250","90,750",
"5531","鄉林","","21,000","242,500","246,000",
"5533","皇鼎","","0","0","0",
"5534","長虹","","56,000","4,818,100","4,820,500",
"5538","東明-KY","","0","0","0",
"5607","遠雄港","","25,000","451,450","454,750",
"5608","四維航","","4,000","29,580","29,550",
"5706","鳳凰","","2,000","72,750","72,550",
"5871","中租-KY","","792,000","86,090,500","86,307,000",
"5880","合庫金","","296,000","5,128,150","5,156,600",
"5907","大洋-KY","","283,000","8,723,200","8,718,850",
"6005","群益證","","24,000","270,350","270,200",
"6024","群益期","","14,000","857,200","864,300",
"6108","競國","","84,000","1,959,600","1,963,900",
"6112","聚碩","","3,000","102,050","101,850",
"6115","鎰勝","","0","0","0",
"6116","彩晶","","1,135,000","9,352,500","9,364,610",
"6117","迎廣","","1,000","16,300","16,700",
"6120","達運","","2,029,000","48,488,150","48,593,600",
"6128","上福","","15,000","584,400","583,400",
"6131","悠克","","1,496,000","24,084,700","24,045,450",
"6133","金橋","","2,000","19,780","19,820",
"6136","富爾特","","0","0","0",
"6139","亞翔","","33,000","1,214,750","1,211,550",
"6141","柏承","","3,031,000","97,838,600","98,519,600",
"6142","友勁","","20,000","140,090","141,230",
"6152","百一","","0","0","0",
"6153","嘉聯益","","8,859,000","396,083,950","396,529,500",
"6155","鈞寶","","9,000","180,350","180,250",
"6164","華興","","1,000","10,250","10,300",
"6166","凌華","","7,000","426,600","429,400",
"6168","宏齊","","35,000","633,200","633,100",
"6176","瑞儀","","871,000","54,006,900","54,157,500",
"6177","達麗","","120,000","4,458,550","4,457,400",
"6183","關貿","","0","0","0",
"6184","大豐電","","0","0","0",
"6189","豐藝","","1,000","28,250","28,450",
"6191","精成科","","1,414,000","18,166,250","18,236,150",
"6192","巨路","","4,000","236,400","239,700",
"6196","帆宣","","33,000","1,933,000","1,930,700",
"6197","佳必琪","","3,000","85,350","85,750",
"6201","亞弘電","","0","0","0",
"6202","盛群","","694,000","50,253,600","50,381,200",
"6205","詮欣","","0","0","0",
"6206","飛捷","","3,000","234,100","235,200",
"6209","今國光","","576,000","16,571,150","16,633,700",
"6213","聯茂","","1,432,000","97,996,800","98,258,100",
"6214","精誠","","0","0","0",
"6215","和椿","","125,000","2,434,650","2,450,500",
"6216","居易","","5,000","141,100","142,850",
"6224","聚鼎","","11,000","663,800","668,700",
"6226","光鼎","","143,000","1,329,230","1,338,820",
"6230","超眾","","9,000","693,800","696,600",
"6235","華孚","","8,000","141,250","140,800",
"6239","力成","","226,000","19,391,800","19,531,600",
"6251","定穎","","6,000","53,940","54,240",
"6257","矽格","","455,000","15,751,600","15,745,000",
"6269","台郡","","1,123,000","89,308,700","89,625,200",
"6271","同欣電","","196,000","21,109,500","21,172,500",
"6277","宏正","","6,000","591,300","591,500",
"6278","台表科","","88,000","2,290,750","2,303,400",
"6281","全國電","","0","0","0",
"6282","康舒","","6,000","113,950","114,400",
"6283","淳安","","1,225,000","62,746,300","63,168,150",
"6285","啟��","","90,000","6,333,000","6,329,000",
"6405","悅城","","2,000","46,400","46,600",
"6409","旭隼","","2,000","1,039,000","1,055,000",
"6412","群電","","53,000","2,756,200","2,753,200",
"6414","樺漢","","30,000","14,425,500","14,408,000",
"6415","矽力-KY","","35,000","22,467,000","22,589,000",
"6422","君耀-KY","","204,000","14,745,400","14,717,800",
"6442","光聖","","1,000","33,550","33,950",
"6449","鈺邦","","950,000","57,808,600","57,776,100",
"6451","訊芯-KY","","204,000","30,066,000","30,149,000",
"6452","康友-KY","","108,000","42,162,000","42,202,500",
"6456","GIS-KY","","2,849,000","512,871,500","511,422,000",
"6464","台數科","","0","0","0",
"6477","安集","","1,637,000","42,286,500","42,441,250",
"6504","南六","","0","0","0",
"6505","台塑化","","74,000","8,903,000","8,951,000",
"6525","捷敏-KY","","39,000","3,228,400","3,228,100",
"6531","愛普","","36,000","2,916,000","2,921,500",
"6533","晶心科","","92,000","13,201,000","13,167,500",
"6552","易華電","","22,000","1,123,000","1,128,500",
"6573","虹揚-KY","","59,000","2,821,200","2,830,750",
"6579","研揚","","0","0","0",
"6582","申豐","","0","0","0",
"6605","帝寶","","2,000","161,900","163,400",
"8011","台通","","6,000","107,900","108,700",
"8016","矽創","","76,000","6,552,900","6,572,200",
"8021","尖點","","25,000","491,850","489,400",
"8039","台虹","","378,000","14,914,300","14,895,450",
"8046","南電","","39,000","1,041,450","1,039,650",
"8070","長華","","0","0","0",
"8072","陞泰","","0","0","0",
"8081","致新","","0","0","0",
"8103","瀚荃","","0","0","0",
"8105","凌巨","","110,000","1,669,650","1,676,850",
"8110","華東","","193,000","2,545,350","2,537,800",
"8112","至上","","721,000","23,101,800","23,093,500",
"8114","振樺電","","29,000","3,373,500","3,405,000",
"8131","福懋科","","12,000","395,000","396,300",
"8150","南茂","","470,000","9,826,650","9,855,650",
"8163","達方","","540,000","17,109,850","17,160,600",
"8201","無敵","","161,000","2,581,950","2,566,300",
"8210","勤誠","","5,000","234,400","234,300",
"8213","志超","","33,000","931,700","939,300",
"8215","明基材","","1,000","17,500","17,500",
"8222","寶一","","485,000","10,301,450","10,308,600",
"8249","菱光","","17,000","403,250","402,350",
"8261","富鼎","","6,000","157,350","157,950",
"8271","宇瞻","","17,000","654,450","654,000",
"8341","日友","","20,000","3,875,000","3,884,000",
"8374","羅昇","","30,000","825,750","822,350",
"8404","百和興業-KY","","132,000","6,894,800","6,856,600",
"8411","福貞-KY","","5,000","95,550","96,300",
"8422","可寧衛","","5,000","949,500","948,500",
"8427","基勝-KY","","0","0","0",
"8429","金麗-KY","","7,000","137,600","137,400",
"8442","威宏-KY","","0","0","0",
"8443","阿瘦","","0","0","0",
"8454","富邦媒","","8,000","1,982,500","1,995,000",
"8463","潤泰材","","581,000","13,192,750","13,182,400",
"8464","億豐","","15,000","3,972,000","3,974,500",
"8466","美&#x5586;-KY","","2,000","162,200","164,000",
"8467","波力-KY","","0","0","0",
"8473","山林水","","8,000","540,500","543,300",
"8480","泰昇-KY","","0","0","0",
"8481","政伸","","1,000","45,000","45,300",
"8488","吉源-KY","","1,000","26,850","26,700",
"8926","台汽電","","434,000","12,445,400","12,417,900",
"8940","新天地","","39,000","534,650","533,950",
"8996","高力","","2,000","85,850","85,100",
"9103","美德醫療-DR","","9,000","12,690","12,780",
"9105","泰金寶-DR","","86,000","229,180","229,760",
"9136","巨騰-DR","","13,000","85,530","85,590",
"9802","鈺齊-KY","","17,000","1,093,500","1,090,100",
"9902","台火","","12,000","117,650","118,070",
"9904","寶成","","377,000","14,124,900","14,162,950",
"9905","大華","","0","0","0",
"9906","欣巴巴","","28,000","406,800","408,300",
"9907","統一實","","13,000","165,150","165,300",
"9908","大台北","","0","0","0",
"9910","豐泰","","21,000","2,791,000","2,797,000",
"9911","櫻花","","9,000","345,150","344,600",
"9912","偉聯","","148,000","1,567,600","1,556,700",
"9914","美利達","","12,000","1,604,000","1,605,500",
"9917","中保","","1,000","89,000","88,900",
"9918","欣天然","","0","0","0",
"9919","康那香","","4,000","47,000","47,200",
"9921","巨大","","10,000","1,504,500","1,509,000",
"9924","福興","","0","0","0",
"9925","新保","","0","0","0",
"9926","新海","","0","0","0",
"9927","泰銘","","0","0","0",
"9930","中聯資源","","1,000","59,800","60,100",
"9931","欣高","","0","0","0",
"9933","中鼎","","405,000","20,232,400","19,995,000",
"9934","成霖","","477,000","10,590,350","10,623,350",
"9937","全國","","2,000","79,600","80,400",
"9938","百和","","414,000","32,042,700","32,013,700",
"9939","宏全","","16,000","823,900","824,800",
"9940","信義","","2,000","86,350","85,850",
"9941","裕融","","23,000","2,973,000","2,983,000",
"9942","茂順","","0","0","0",
"9943","好樂迪","","1,000","54,800","55,200",
"9944","新麗","","12,000","228,500","230,200",
"9945","潤泰新","","352,000","12,597,550","12,662,050",
"9946","三發地產","","11,000","156,300","157,100",
"9955","佳龍","","0","0","0",