"股票代號","股票名稱","資買進","資賣出","資現償","資前餘額","資今餘","資限額","券買進","券賣出","券現償","券前餘","券今餘","券限額","資券互抵","註記",
"3026","禾伸堂","1,402","1,361","1","7,781","7,821","39,497","537","147","1","2,205","1,814","39,497","35","",
"3027","盛達","0","16","7","5,047","5,024","24,773","0","0","0","6","6","24,773","0","",
"3028","增你強","20","5","0","1,043","1,058","53,456","0","0","0","6","6","53,456","0","",
"3029","零壹","62","53","13","6,303","6,299","30,670","1","0","0","28","27","30,670","2","",
"3030","德律","232","319","0","6,921","6,834","59,054","19","32","0","337","350","59,054","1","",
"3031","佰鴻","52","28","0","7,496","7,520","46,668","1","0","0","14","13","46,668","0","",
"3032","偉訓","12","26","0","2,508","2,494","25,821","0","5","0","14","19","25,821","0","",
"3033","威健","131","174","0","5,620","5,577","81,573","5","0","0","133","128","81,573","0","",
"3034","聯詠","44","7","0","2,364","2,401","152,127","2","1","0","48","47","152,127","3","",
"3035","智原","611","1,136","3","11,964","11,436","62,137","454","1,075","0","2,806","3,427","62,137","76","",
"3036","文曄","58","40","57","11,892","11,853","138,136","0","1","0","11","12","138,136","0","",
"3037","欣興","856","1,291","3","55,438","55,000","380,038","13","30","0","343","360","380,038","16","",
"3038","全台","0","4","0","5,978","5,974","45,851","0","0","0","121","121","45,851","0","",
"3040","遠見","17","1","0","1,560","1,576","15,750","0","0","0","32","32","15,750","0","",
"3041","揚智","84","205","7","15,777","15,649","75,647","13","5","0","41","33","75,647","3","",
"3042","晶技","24","59","2","4,554","4,517","77,439","4","43","0","119","158","77,439","0","",
"3043","科風","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3044","健鼎","174","373","0","1,968","1,769","131,401","11","73","0","76","138","131,401","2","",
"3045","台灣大","10","7","0","356","359","855,208","0","0","0","1","1","855,208","0","",
"3046","建��","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3047","訊舟","19","4","30","10,738","10,723","50,331","0","0","0","1","1","50,331","0","",
"3048","益登","52","26","0","4,611","4,637","55,643","0","0","0","16","16","55,643","0","",
"3049","和鑫","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3050","鈺德","10","57","0","4,635","4,588","34,192","3","0","0","4","1","34,192","0","",
"3051","力特","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3052","夆典","164","71","0","3,458","3,551","58,251","0","1","0","0","1","58,251","0","",
"3054","立萬利","0","0","0","4,078","4,078","30,268","0","0","0","0","0","30,268","0","",
"3055","蔚華科","297","217","0","14,017","14,097","25,876","1","17","25","156","147","25,876","0","",
"3056","總太","825","71","6","7,195","7,943","57,922","0","0","0","8","8","57,922","1","",
"3057","喬鼎","0","0","10","4,423","4,413","0","0","0","0","0","0","0","0","OX",
"3058","立德","54","7","0","4,520","4,567","42,622","0","0","0","1","1","42,622","0","",
"3059","華晶科","406","544","0","27,958","27,820","68,447","350","44","0","950","644","68,447","45","",
"3060","銘異","6","10","2","5,979","5,973","34,840","0","9","0","82","91","34,840","0","",
"3062","建漢","77","8","0","9,932","10,001","82,187","1","0","0","7","6","82,187","0","",
"3090","日電貿","1,241","827","0","8,386","8,800","41,742","331","125","0","1,578","1,372","41,742","48","",
"3094","聯傑","44","37","0","3,915","3,922","21,163","2","0","0","21","19","21,163","0","",
"3130","一零四","0","0","0","4","4","8,298","0","0","0","0","0","8,298","0","",
"3149","正達","0","0","0","1","1","0","0","0","0","0","0","0","0","OX",
"3164","景岳","99","136","0","2,727","2,690","22,227","12","1","0","39","28","22,227","0","",
"3167","大量","29","14","0","4,695","4,710","20,033","13","0","0","54","41","20,033","0","",
"3189","景碩","103","73","0","14,883","14,913","111,500","95","81","0","559","545","111,500","6","",
"3209","全科","1","4","0","1,045","1,042","40,363","0","0","0","36","36","40,363","0","",
"3229","晟鈦","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3231","緯創","179","299","2","47,331","47,209","687,172","1,094","140","0","1,923","969","687,172","4","",
"3257","虹冠電","12","8","0","6,834","6,838","17,345","0","0","0","88","88","17,345","0","",
"3266","昇陽","0","0","0","3,791","3,791","88,078","0","0","0","0","0","88,078","0","",
"3296","勝德","35","31","0","6,829","6,833","24,556","1","2","0","1","2","24,556","1","",
"3305","昇貿","0","1","0","1,737","1,736","30,372","0","0","0","5","5","30,372","0","",
"3308","聯德","26","12","0","1,479","1,493","24,987","0","0","0","0","0","24,987","0","",
"3311","閎暉","14","32","0","5,817","5,799","47,345","2","0","0","11","9","47,345","0","",
"3312","弘憶股","503","19","0","2,418","2,902","27,250","0","0","0","0","0","27,250","22","",
"3321","同泰","7","14","0","2,856","2,849","22,250","0","0","0","8","8","22,250","0","",
"3338","泰碩","4","6","0","2,707","2,705","17,458","0","0","0","9","9","17,458","0","",
"3346","麗清","6","10","1","3,271","3,266","17,071","0","4","0","5","9","17,071","0","",
"3356","奇偶","297","171","0","2,708","2,834","22,358","0","5","0","127","132","22,358","17","",
"3376","新日興","91","14","16","4,968","5,029","44,681","27","4","0","63","40","44,681","0","",
"3380","明泰","105","137","5","20,361","20,324","110,988","6","12","0","1,887","1,893","110,988","3","",
"3383","新世紀","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3406","玉晶光","1,187","797","1","12,186","12,575","24,942","166","561","2","907","1,300","24,942","124","",
"3413","京鼎","197","153","2","6,336","6,378","19,687","20","31","0","265","276","19,687","1","",
"3416","融程電","70","7","0","2,059","2,122","15,045","0","0","0","0","0","15,045","0","",
"3419","譁裕","34","11","0","16,777","16,800","30,120","4","15","0","28","39","30,120","1","",
"3432","台端","29","54","0","3,251","3,226","16,646","0","0","0","0","0","16,646","0","",
"3437","榮創","112","61","2","9,887","9,936","37,387","6","13","0","122","129","37,387","1","",
"3443","創意","702","920","3","7,416","7,195","33,502","82","550","0","1,159","1,627","33,502","48","",
"3450","聯鈞","34","111","3","4,618","4,538","33,109","35","19","0","253","237","33,109","1","",
"3454","晶睿","1","1","0","796","796","20,626","0","0","0","0","0","20,626","0","",
"3481","群創","2,774","2,315","240","347,909","348,128","2,488,017","371","199","0","2,877","2,705","2,488,017","11","",
"3494","誠研","304","138","0","11,475","11,641","44,862","0","362","0","0","362","44,862","4","",
"3501","維熹","7","32","0","1,551","1,526","29,564","3","0","0","3","0","29,564","0","",
"3504","揚明光","187","263","0","9,837","9,761","28,514","171","70","0","1,045","944","28,514","11","",
"3514","昱晶","457","264","6","31,307","31,494","130,393","4","2","0","101","99","130,393","5","",
"3515","華擎","245","178","1","4,500","4,566","30,186","43","9","0","286","252","30,186","3","",
"3518","柏騰","18","2","0","6,820","6,836","20,188","3","0","0","24","21","20,188","0","",
"3519","綠能","232","110","5","22,286","22,403","80,462","26","223","0","237","434","80,462","6","",
"3528","安馳","0","6","0","787","781","16,017","0","0","0","0","0","16,017","0","",
"3533","嘉澤","105","69","1","4,825","4,860","23,369","16","14","0","197","195","23,369","1","",
"3535","晶彩科","22","13","0","3,831","3,840","19,763","0","0","0","9","9","19,763","0","",
"3536","誠創","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3545","敦泰","718","844","18","24,472","24,328","74,610","71","161","0","347","437","74,610","7","",
"3550","聯穎","26","27","0","7,152","7,151","21,250","1","5","0","13","17","21,250","0","",
"3557","嘉威","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3561","昇陽光電","119","41","0","14,941","15,019","85,343","5","0","0","16","11","85,343","0","",
"3576","新日光","503","333","5","44,266","44,431","234,142","5","558","0","11,853","12,406","234,142","1","",
"3579","尚志","7","30","3","4,418","4,392","28,899","1","0","0","183","182","28,899","0","",
"3583","辛耘","66","47","1","2,707","2,725","20,284","2","0","0","6","4","20,284","0","",
"3588","通嘉","15","51","0","4,089","4,053","11,829","6","0","0","13","7","11,829","0","",
"3591","艾笛森","11","3","0","5,337","5,345","32,575","0","0","0","19","19","32,575","0","",
"3593","力銘","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3596","智易","388","475","2","10,032","9,943","47,279","8","42","1","222","255","47,279","3","",
"3605","宏致","19","28","0","4,760","4,751","30,598","0","0","0","5","5","30,598","0","",
"3607","谷崧","13","25","0","2,148","2,136","30,415","0","0","0","27","27","30,415","0","",
"3617","碩天","5","0","0","1,177","1,182","20,237","0","0","0","0","0","20,237","0","",
"3622","洋華","96","60","21","8,187","8,202","37,831","4","0","0","56","52","37,831","0","",
"3645","達邁","385","94","0","6,820","7,111","29,869","171","46","0","357","232","29,869","20","",
"3653","健策","12","18","0","2,520","2,514","26,581","1","1","0","10","10","26,581","0","",
"3661","世芯-KY","1,372","938","0","6,593","7,027","15,376","277","110","0","2,629","2,462","15,376","57","",
"3665","貿聯-KY","221","162","0","3,517","3,576","29,641","21","5","0","267","251","29,641","1","",
"3669","圓展","6","2","0","1,514","1,518","24,370","0","0","0","0","0","24,370","0","",
"3673","TPK-KY","605","372","9","48,609","48,833","101,665","119","119","0","1,926","1,926","101,665","4","",
"3679","新至陞","28","43","0","686","671","19,825","0","3","0","1","4","19,825","0","",
"3682","亞太電","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"3686","達能","0","4","17","3,436","3,415","0","0","0","0","0","0","0","0","OX",
"3694","海華","117","119","1","6,073","6,070","33,373","2","10","0","65","73","33,373","4","",
"3698","隆達","152","237","0","15,732","15,647","107,342","67","35","0","367","335","107,342","0","",
"3702","大聯大","18","206","0","3,249","3,061","456,265","80","2","0","96","18","456,265","0","",
"3703","欣陸","490","411","0","9,156","9,235","205,803","0","1","0","11","12","205,803","0","",
"3704","合勤控","51","3","1","9,260","9,307","110,294","0","0","0","21","21","110,294","0","",
"3705","永信","5","3","0","1,261","1,263","66,605","0","0","0","0","0","66,605","0","",
"3706","神達","49","26","0","8,660","8,683","204,890","1","0","0","99","98","204,890","0","",
"3708","上緯投控","992","823","1","7,678","7,846","22,711","232","555","0","1,595","1,918","22,711","102","",
"3711","日月光投控","1,819","4,538","31","18,260","15,510","1,079,597","0","31","0","0","31","1,079,597","183","",
"4104","佳醫","139","29","0","2,980","3,090","31,997","0","1","0","12","13","31,997","3","",
"4106","雃博","24","33","0","2,140","2,131","20,846","0","0","0","0","0","20,846","0","",
"4108","懷特","60","49","0","7,750","7,761","37,688","0","1","0","26","27","37,688","0","",
"4119","旭富","7","24","1","1,893","1,875","19,871","0","0","0","0","0","19,871","0","",
"4133","亞諾法","4","11","0","1,103","1,096","15,138","0","0","0","0","0","15,138","0","",
"4137","麗豐-KY","160","94","0","2,702","2,768","19,873","45","2","0","147","104","19,873","0","",
"4141","龍燈-KY","8","9","0","2,624","2,623","37,977","0","0","0","0","0","37,977","0","",
"4142","國光生","0","22","0","7,972","7,950","0","0","0","0","0","0","0","0","OX",
"4144","康聯-KY","78","118","0","4,129","4,089","19,534","3","0","0","69","66","19,534","0","",
"4148","全宇生技-KY","50","32","4","3,150","3,164","16,008","0","2","0","7","9","16,008","0","",
"4164","承業醫","194","163","0","4,676","4,707","34,978","0","9","0","9","18","34,978","2","",
"4190","佐登-KY","536","430","0","3,489","3,595","15,272","97","26","0","323","252","15,272","11","",
"4306","炎洲","559","499","0","10,911","10,971","132,515","2","25","0","30","53","132,515","8","",
"4414","如興","1,066","621","14","35,712","36,143","223,858","234","34","0","583","383","223,858","1","",
"4426","利勤","40","31","1","4,760","4,768","35,046","4","0","0","44","40","35,046","0","",
"4438","廣越","32","17","0","519","534","25,940","0","0","0","1","1","25,940","0","",
"4526","東台","1","4","10","3,539","3,526","63,706","0","0","0","0","0","63,706","0","",
"4532","瑞智","129","62","0","4,291","4,358","123,921","0","35","0","3","38","123,921","0","",
"4536","拓凱","5","0","0","135","140","22,705","0","0","0","0","0","22,705","0","",
"4545","銘鈺","27","17","4","2,695","2,701","19,250","2","3","0","39","40","19,250","6","",
"4551","智伸科","12","7","0","993","998","20,483","0","0","0","17","17","20,483","0","",
"4552","力達-KY","4","5","0","4,557","4,556","25,000","1","5","0","16","20","25,000","0","",
"4555","氣立","2","0","0","519","521","16,720","0","0","0","3","3","16,720","0","",
"4557","永新-KY","11","0","0","1,694","1,705","8,652","0","1","0","1","2","8,652","1","",
"4560","強信-KY","121","83","0","2,943","2,981","16,312","1","59","0","733","791","16,312","0","",
"4562","穎漢","1","0","0","110","111","16,886","0","0","0","0","0","16,886","0","",
"4720","德淵","3","12","0","795","786","22,144","0","0","0","0","0","22,144","0","",
"4722","國精化","0","5","0","1,347","1,342","23,811","6","0","0","9","3","23,811","0","",
"4725","信昌化","528","206","0","9,208","9,530","72,993","77","21","0","125","69","72,993","3","",
"4737","華廣","0","2","0","525","523","11,861","0","0","0","0","0","11,861","0","",
"4739","康普","415","191","1","10,238","10,461","20,869","149","56","6","1,241","1,142","20,869","12","",
"4746","台耀","114","87","0","4,860","4,887","23,253","8","0","0","49","41","23,253","2","",
"4755","三福化","4","5","0","1,122","1,121","22,676","0","0","0","0","0","22,676","0","",
"4763","材料-KY","6","2","0","2,614","2,618","11,620","0","0","0","18","18","11,620","0","",
"4904","遠傳","0","9","0","56","47","814,625","0","0","0","0","0","814,625","0","",
"4906","正文","288","221","40","21,012","21,039","86,925","32","15","0","295","278","86,925","0","",
"4912","聯德控股-KY","48","24","0","4,587","4,611","9,885","0","2","0","19","21","9,885","1","",
"4915","致伸","81","274","0","5,231","5,038","111,729","162","37","0","238","113","111,729","7","",
"4916","事欣科","299","125","2","6,563","6,735","20,488","1","1","0","112","112","20,488","13","",
"4919","新唐","159","66","0","7,364","7,457","51,888","57","13","0","297","253","51,888","4","",
"4927","泰鼎-KY","328","478","10","13,229","13,069","36,129","20","11","0","313","304","36,129","1","",
"4930","燦星網","0","5","0","7,114","7,109","33,575","0","0","0","0","0","33,575","0","",
"4934","太極","197","164","6","21,944","21,971","82,886","0","63","0","54","117","82,886","3","",
"4935","茂林-KY","6","18","3","6,817","6,802","32,734","1","5","0","34","38","32,734","0","",
"4938","和碩","101","117","3","11,551","11,532","653,474","46","2","0","207","163","653,474","0","",
"4942","嘉彰","7","0","0","748","755","35,591","0","0","0","0","0","35,591","0","",
"4952","凌通","7","11","4","5,281","5,273","27,203","2","1","3","21","17","27,203","1","",
"4956","光鋐","91","155","0","9,235","9,171","25,102","13","12","0","81","80","25,102","1","",
"4958","臻鼎-KY","142","193","0","16,474","16,423","201,187","24","20","0","164","160","201,187","1","",
"4960","奇美材","83","244","20","38,556","38,375","166,432","0","5","0","126","131","166,432","0","",
"4968","立積","38","58","0","4,400","4,380","13,721","0","52","0","342","394","13,721","1","",
"4976","佳凌","318","141","0","10,832","11,009","28,911","36","120","0","395","479","28,911","26","",
"4977","眾達-KY","90","82","0","4,496","4,504","15,263","29","2","15","154","112","15,263","1","",
"4984","科納-KY","27","6","0","1,758","1,779","11,550","0","0","0","0","0","11,550","1","",
"4994","傳奇","12","13","0","1,821","1,820","27,734","0","0","0","4","4","27,734","0","",
"4999","鑫禾","0","13","5","765","747","18,604","0","0","0","0","0","18,604","0","",
"5007","三星","9","4","0","3,046","3,051","73,735","0","0","0","1","1","73,735","0","",
"5203","訊連","10","1","0","497","506","21,130","0","0","0","0","0","21,130","0","",
"5215","科嘉-KY","4","0","0","898","902","13,584","0","0","0","0","0","13,584","0","",
"5225","東科-KY","0","1","4","550","545","15,491","0","0","0","0","0","15,491","0","",
"5234","達興材料","40","47","9","1,955","1,939","23,344","2","1","0","16","15","23,344","0","",
"5243","乙盛-KY","67","14","0","7,317","7,370","43,382","27","6","0","40","19","43,382","0","",
"5258","虹堡","23","17","0","812","818","18,635","0","0","0","1","1","18,635","0","",
"5259","清惠","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"5264","鎧勝-KY","238","242","0","13,420","13,416","105,301","35","41","0","277","283","105,301","2","",
"5269","祥碩","8","14","0","1,697","1,691","15,009","19","23","0","144","148","15,009","1","",
"5284","jpp-KY","2","2","0","847","847","9,812","0","0","0","0","0","9,812","0","",
"5285","界霖","21","34","0","7,009","6,996","20,941","29","22","0","107","100","20,941","1","",
"5288","豐祥-KY","6","11","0","1,321","1,316","16,456","0","0","0","0","0","16,456","0","",
"5305","敦南","98","107","3","10,859","10,847","77,934","28","101","0","149","222","77,934","7","",
"5388","中磊","14","27","1","4,457","4,443","61,413","7","27","0","94","114","61,413","0","",
"5434","崇越","12","9","86","2,043","1,960","45,424","0","13","0","6","19","45,424","0","",
"5469","瀚宇博","678","288","0","21,831","22,221","112,609","7","14","0","110","117","112,609","0","",
"5471","松翰","4","23","0","3,473","3,454","41,969","8","0","0","53","45","41,969","0","",
"5484","慧友","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"5515","建國","45","132","0","5,828","5,741","84,475","0","0","0","0","0","84,475","0","",
"5519","隆大","35","19","0","1,764","1,780","45,765","0","0","0","29","29","45,765","0","",
"5521","工信","585","744","993","58,239","57,087","86,881","4","19","0","24","39","86,881","0","",
"5522","遠雄","6","7","0","1,177","1,176","208,858","0","1","0","9","10","208,858","0","",
"5525","順天","12","0","0","318","330","55,679","0","0","0","0","0","55,679","0","",
"5531","鄉林","103","31","0","12,265","12,337","231,606","0","0","0","5","5","231,606","0","",
"5533","皇鼎","21","0","0","767","788","71,311","0","0","0","0","0","71,311","0","",
"5534","長虹","91","101","0","4,202","4,192","72,581","0","0","0","0","0","72,581","0","",
"5538","東明-KY","0","2","0","203","201","42,000","0","0","0","6","6","42,000","0","",
"5607","遠雄港","38","14","0","4,151","4,175","42,494","0","0","0","16","16","42,494","0","",
"5608","四維航","71","58","3","9,404","9,414","105,890","0","0","0","3","3","105,890","0","",
"5706","鳳凰","3","0","0","205","208","15,640","0","0","0","4","4","15,640","0","",
"5871","中租-KY","845","621","0","5,026","5,250","316,057","28","57","0","374","403","316,057","12","",
"5880","合庫金","633","40","0","4,107","4,700","3,050,675","0","0","0","2","2","3,050,675","0","",
"5906","台南-KY","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"5907","大洋-KY","1,096","646","9","5,237","5,678","49,874","0","2","0","18","20","49,874","30","",
"6005","群益證","107","75","0","6,303","6,335","542,268","0","0","0","0","0","542,268","35","",
"6024","群益期","159","22","0","1,111","1,248","40,099","0","0","0","7","7","40,099","1","",
"6108","競國","202","194","4","7,229","7,233","39,974","5","86","0","23","104","39,974","10","",
"6112","聚碩","25","88","0","1,166","1,103","25,280","0","0","0","1","1","25,280","0","",
"6115","鎰勝","0","0","0","156","156","46,915","0","0","0","0","0","46,915","0","",
"6116","彩晶","268","1,311","115","126,685","125,527","808,483","688","614","0","14,085","14,011","808,483","30","",
"6117","迎廣","0","3","0","1,100","1,097","22,162","0","0","0","0","0","22,162","0","",
"6120","達運","1,037","727","5","21,331","21,636","166,388","23","107","0","576","660","166,388","27","",
"6128","上福","83","126","0","2,447","2,404","31,897","0","0","0","0","0","31,897","0","",
"6131","悠克","0","0","0","25,459","25,459","25,481","6","249","0","1,437","1,680","25,481","0","@",
"6133","金橋","78","70","0","6,459","6,467","29,251","0","0","0","0","0","29,251","0","",
"6136","富爾特","2","0","0","2,850","2,852","28,884","0","0","0","0","0","28,884","0","",
"6139","亞翔","201","163","0","10,138","10,176","56,385","2","6","0","152","156","56,385","3","",
"6141","柏承","680","626","0","10,305","10,359","33,041","44","40","0","189","185","33,041","65","",
"6142","友勁","77","46","0","15,211","15,242","67,058","2","0","0","3","1","67,058","0","",
"6145","勁永","0","76","0","11,624","11,548","0","0","0","0","0","0","0","0","OX",
"6152","百一","2","5","0","2,990","2,987","42,350","0","0","0","1","1","42,350","0","",
"6153","嘉聯益","2,331","1,941","600","43,203","42,993","99,999","327","1,386","0","4,042","5,101","99,999","131","",
"6155","鈞寶","11","10","3","3,126","3,124","21,542","1","0","0","5","4","21,542","0","",
"6164","華興","5","20","0","7,429","7,414","25,000","0","0","0","0","0","25,000","0","",
"6165","捷泰","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"6166","凌華","2","13","1","5,449","5,437","50,703","0","3","0","13","16","50,703","0","",
"6168","宏齊","50","46","203","10,868","10,669","51,517","32","0","0","125","93","51,517","0","",
"6172","互億","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"6176","瑞儀","792","391","0","8,343","8,744","116,256","260","302","0","750","792","116,256","17","",
"6177","達麗","172","1,179","0","7,973","6,966","59,862","4","10","0","156","162","59,862","5","",
"6183","關貿","0","3","10","671","658","37,500","0","0","0","0","0","37,500","0","",
"6184","大豐電","0","6","0","1,247","1,241","39,557","0","0","0","0","0","39,557","0","",
"6189","豐藝","7","1","0","332","338","44,761","0","1","0","3","4","44,761","0","",
"6191","精成科","739","316","0","15,303","15,726","128,886","50","37","0","97","84","128,886","25","",
"6192","巨路","7","14","0","644","637","26,709","0","0","0","0","0","26,709","0","",
"6196","帆宣","82","68","8","4,503","4,509","44,565","10","111","0","1,058","1,159","44,565","0","",
"6197","佳必琪","1","6","0","5,952","5,947","32,521","0","0","0","3","3","32,521","0","",
"6201","亞弘電","3","3","0","89","89","22,300","0","0","0","0","0","22,300","0","",
"6202","盛群","85","47","2","5,844","5,880","56,542","66","10","2","111","53","56,542","7","",
"6205","詮欣","7","52","80","2,018","1,893","17,959","0","0","0","0","0","17,959","0","",
"6206","飛捷","14","1","0","867","880","35,765","2","0","0","10","8","35,765","0","",
"6209","今國光","117","160","12","15,927","15,872","40,757","188","162","0","1,386","1,360","40,757","17","",
"6213","聯茂","514","221","0","3,710","4,003","75,739","89","36","0","501","448","75,739","14","",
"6214","精誠","43","39","0","2,116","2,120","67,348","0","0","0","9","9","67,348","0","",
"6215","和椿","39","46","97","5,926","5,822","20,697","0","3","0","29","32","20,697","1","",
"6216","居易","5","0","0","803","808","20,390","0","0","0","0","0","20,390","0","",
"6224","聚鼎","35","34","0","1,406","1,407","20,000","0","0","0","0","0","20,000","1","",
"6225","天瀚","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"6226","光鼎","5","5","0","11,224","11,224","23,857","13","0","0","21","8","23,857","0","",
"6230","超眾","45","51","3","3,124","3,115","21,585","3","1","0","16","14","21,585","0","",
"6235","華孚","6","15","0","6,915","6,906","41,375","0","1","0","41","42","41,375","0","",
"6239","力成","90","24","3","3,418","3,481","194,786","7","14","0","72","79","194,786","0","",
"6243","迅杰","0","0","0","3","3","0","0","0","0","0","0","0","0","OX",
"6251","定穎","211","404","0","14,670","14,477","70,264","87","0","0","139","52","70,264","0","",
"6257","矽格","325","96","0","13,939","14,168","96,166","54","37","0","1,282","1,265","96,166","0","",
"6269","台郡","977","305","103","18,321","18,890","79,497","458","255","0","904","701","79,497","9","",
"6271","同欣電","94","42","1","3,615","3,666","41,339","30","6","0","151","127","41,339","3","",
"6277","宏正","58","47","0","1,545","1,556","29,867","1","0","0","1","0","29,867","0","",
"6278","台表科","13","9","0","5,020","5,024","73,849","0","0","0","10","10","73,849","0","",
"6281","全國電","0","0","0","13","13","24,793","0","0","0","0","0","24,793","0","",
"6282","康舒","196","388","0","13,964","13,772","129,155","1","25","0","62","86","129,155","0","",
"6283","淳安","109","136","0","13,135","13,108","20,355","27","121","0","372","466","20,355","22","",
"6285","啟��","88","65","9","7,215","7,229","91,694","4","8","0","177","181","91,694","0","",
"6289","華上","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"6405","悅城","6","2","0","2,732","2,736","16,450","0","0","0","0","0","16,450","0","",
"6409","旭隼","0","0","1","25","24","19,671","0","0","0","0","0","19,671","0","",
"6412","群電","70","32","1","1,729","1,766","95,568","27","16","0","49","38","95,568","3","",
"6414","樺漢","31","48","0","2,120","2,103","19,341","1","21","0","63","83","19,341","0","",
"6415","矽力-KY","1","3","0","117","115","22,007","0","0","0","0","0","22,007","0","",
"6422","君耀-KY","1,131","1,535","0","2,917","2,513","10,438","4","188","0","15","199","10,438","84","",
"6431","光麗-KY","0","15","0","1,383","1,368","0","0","0","0","0","0","0","0","OX",
"6442","光聖","18","2","0","4,103","4,119","16,500","0","0","0","2","2","16,500","0","",
"6443","元晶","0","0","0","3,894","3,894","0","0","0","0","0","0","0","0","OX",
"6449","鈺邦","546","499","1","7,809","7,855","20,151","132","33","0","636","537","20,151","13","",
"6451","訊芯-KY","72","61","1","5,655","5,665","26,361","41","152","0","416","527","26,361","3","",
"6452","康友-KY","156","166","0","13,304","13,294","19,500","6","2","0","15","11","19,500","0","",
"6456","GIS-KY","791","940","94","32,936","32,693","84,859","742","237","1","2,161","1,655","84,859","33","",
"6464","台數科","0","0","0","2","2","31,432","0","0","0","0","0","31,432","0","",
"6477","安集","1,470","829","0","9,487","10,128","23,614","5","363","3","312","667","23,614","19","",
"6504","南六","0","0","0","98","98","18,150","0","0","0","0","0","18,150","0","",
"6505","台塑化","2","57","0","326","271","2,381,489","0","0","0","23","23","2,381,489","0","",
"6525","捷敏-KY","59","51","0","3,452","3,460","26,662","5","6","0","32","33","26,662","0","",
"6531","愛普","89","37","1","3,713","3,764","17,800","7","0","0","63","56","17,800","0","",
"6533","晶心科","89","85","19","2,596","2,581","10,154","15","5","0","78","68","10,154","4","",
"6552","易華電","9","14","0","3,060","3,055","25,000","6","8","0","102","104","25,000","0","",
"6573","虹揚-KY","0","0","0","0","0","15,838","0","0","0","0","0","15,838","0","",
"6579","研揚","22","1","0","64","85","26,700","0","0","0","0","0","26,700","0","",
"6582","申豐","7","3","0","229","233","26,066","0","0","0","0","0","26,066","0","",
"6605","帝寶","6","0","0","826","832","41,454","0","0","0","0","0","41,454","0","",
"8011","台通","5","4","1","8,227","8,227","29,655","0","0","0","5","5","29,655","0","",
"8016","矽創","39","60","0","3,664","3,643","30,125","4","21","0","15","32","30,125","3","",
"8021","尖點","12","37","0","6,114","6,089","39,869","1","0","0","11","10","39,869","0","",
"8033","雷虎","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"8039","台虹","266","100","5","10,615","10,776","52,279","74","38","0","235","199","52,279","0","",
"8046","南電","71","57","0","6,892","6,906","161,541","3","11","0","30","38","161,541","0","",
"8070","長華","7","8","0","1,272","1,271","15,969","2","0","0","3","1","15,969","0","",
"8072","陞泰","0","0","0","824","824","20,000","0","0","0","0","0","20,000","1","",
"8081","致新","4","7","6","1,816","1,807","21,543","0","0","0","0","0","21,543","0","",
"8101","華冠","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"8103","瀚荃","2","13","0","1,291","1,280","20,349","0","0","0","18","18","20,349","0","",
"8105","凌巨","89","116","2","22,906","22,877","72,140","21","15","0","1,936","1,930","72,140","3","",
"8110","華東","621","472","50","22,535","22,634","131,595","0","121","0","30","151","131,595","6","",
"8112","至上","218","136","160","20,673","20,595","93,369","2","168","0","972","1,138","93,369","0","",
"8114","振樺電","67","1","1","1,151","1,216","18,730","2","0","0","9","7","18,730","0","",
"8131","福懋科","24","39","0","1,375","1,360","110,555","0","0","0","0","0","110,555","0","",
"8150","南茂","254","457","6","33,126","32,917","221,536","12","4","0","129","121","221,536","2","",
"8163","達方","620","339","1","6,272","6,552","70,000","1","45","0","40","84","70,000","77","",
"8201","無敵","88","164","0","3,868","3,792","15,591","10","10","0","88","88","15,591","2","",
"8210","勤誠","38","41","0","3,505","3,502","29,931","0","0","0","7","7","29,931","0","",
"8213","志超","85","41","0","3,986","4,030","67,810","4","0","0","73","69","67,810","0","",
"8215","明基材","73","8","0","7,702","7,767","80,168","1","0","0","4","3","80,168","0","",
"8222","寶一","39","49","0","2,052","2,042","17,115","0","0","0","8","8","17,115","0","",
"8249","菱光","0","30","0","2,099","2,069","31,763","1","0","0","1","0","31,763","0","",
"8261","富鼎","36","62","0","4,659","4,633","20,335","20","0","0","43","23","20,335","0","",
"8271","宇瞻","13","6","0","2,527","2,534","22,711","1","0","0","16","15","22,711","0","",
"8341","日友","25","64","0","2,237","2,198","27,875","3","1","0","52","50","27,875","0","",
